,FUNC_NAME,FUNC_LINE_NO
15681,"int ALT_FSTAT (int file, struct stat *st)",63
15682,"int ALT_FSTAT (int file, struct stat *st)",93
15683,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15684,"* copy of this software and associated documentation files (the ""Software""),  *",9
15685,int alt_fs_reg (alt_dev* dev),57
15686,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
15687,"* copy of this software and associated documentation files (the ""Software""),  *",9
15688,alt_getchar(void),51
15689,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15690,"* copy of this software and associated documentation files (the ""Software""),  *",9
15691,int ALT_GETPID (void),43
15692,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
15693,"* copy of this software and associated documentation files (the ""Software""),  *",9
15694,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, void *ptimezone_vptr)",71
15695,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, struct timezone *ptimezone)",75
15696,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15697,"* copy of this software and associated documentation files (the ""Software""),  *",9
15698,int alt_get_fd (alt_dev* dev),54
15699,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
15700,"* copy of this software and associated documentation files (the ""Software""),  *",9
15701,/* The compiler inserts calls to mcount() at the start of,48
15702,static __inline__ void * mcount_allocate(unsigned int size),133
15703,"void __mcount_record(void * self_pc, void * from_pc, struct mcount_fn_entry * fn_entry, struct mcount_fn_entry * * fn_head)",159
15704,static int nios2_pcsample_init(void),218
15705,static alt_u32 nios2_pcsample(void* context),250
15706,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
15707,"* copy of this software and associated documentation files (the ""Software""),  *",9
15708,"void alt_icache_flush (void* start, alt_u32 len)",42
15709,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
15710,"* copy of this software and associated documentation files (the ""Software""),  *",9
15711,void alt_icache_flush_all (void),41
15712,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
15713,"* copy of this software and associated documentation files (the ""Software""),  *",9
15714,"int alt_ic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",60
15715,"int alt_ic_irq_enable (alt_u32 ic_id, alt_u32 irq)",72
15716,"int alt_ic_irq_disable(alt_u32 ic_id, alt_u32 irq)",83
15717,"alt_u32 alt_ic_irq_enabled(alt_u32 ic_id, alt_u32 irq)",96
15718,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
15719,"* copy of this software and associated documentation files (the ""Software""),  *",9
15720,"int alt_iic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",75
15721,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
15722,"* copy of this software and associated documentation files (the ""Software""),  *",9
15723,alt_exception_result (*alt_instruction_exception_handler),49
15724,int alt_instruction_exception_entry (alt_u32 exception_pc),53
15725,alt_instruction_exception_entry (alt_u32 exception_pc),68
15726,alt_exception_cause_generated_bad_addr(alt_exception_cause cause),187
15727,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
15728,"* copy of this software and associated documentation files (the ""Software""),  *",9
15729,void alt_instruction_exception_register (,73
15730,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
15731,"* copy of this software and associated documentation files (the ""Software""),  *",9
15732,"int ALT_IOCTL (int file, int req, void* arg)",68
15733,"int ALT_IOCTL (int file, int req, void* arg)",106
15734,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15735,"* copy of this software and associated documentation files (the ""Software""),  *",9
15736,"static void alt_open_fd(alt_fd* fd, const char* name, int flags, int mode)",58
15737,"void alt_io_redirect(const char* stdout_dev, ",85
15738,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
15739,"* copy of this software and associated documentation files (the ""Software""),  *",9
15740,void alt_irq_handler (void),80
15741,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
15742,"* copy of this software and associated documentation files (the ""Software""),  *",9
15743,"int alt_irq_register (alt_u32 id, ",75
15744,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
15745,"* copy of this software and associated documentation files (the ""Software""),  *",9
15746,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
15747,"* copy of this software and associated documentation files (the ""Software""),  *",9
15748,int ALT_ISATTY (int file),50
15749,int ALT_ISATTY (int file),84
15750,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15751,"* copy of this software and associated documentation files (the ""Software""),  *",9
15752,"int ALT_KILL (int pid, int sig)",49
15753,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15754,"* copy of this software and associated documentation files (the ""Software""),  *",9
15755,"int ALT_LINK ( char *existing, char *new)",45
15756,"* Copyright (c) 2004-2005 Altera Corporation, San Jose, California, USA.      *",5
15757,"* copy of this software and associated documentation files (the ""Software""),  *",9
15758,"extern alt_u32 __flash_exceptions_start __attribute__((section("".data"")));  ",57
15759,void alt_load (void),67
15760,"void alt_log_txchar(int c,char *base)",95
15761,"void alt_log_repchar(char c,int r,int base)",106
15762,"void alt_log_private_printf(const char *fmt,int base,va_list args)",114
15763,"int alt_log_printf_proc(const char *fmt, ... )",344
15764,alt_u32 altera_avalon_jtag_uart_report_log(void * context),363
15765,"void alt_log_jtag_uart_print_control_reg(altera_avalon_jtag_uart_state* dev, int base, const char* header)",379
15766,"void alt_log_jtag_uart_startup_info(altera_avalon_jtag_uart_state* dev, int base)",414
15767,"void alt_log_jtag_uart_isr_proc(int base, altera_avalon_jtag_uart_state* dev) ",424
15768,"void alt_log_write(const void *ptr, size_t len)",440
15769,void alt_log_system_clock(),474
15770,"* Copyright (c) 2004-2005 Altera Corporation, San Jose, California, USA.      *",5
15771,"* copy of this software and associated documentation files (the ""Software""),  *",9
15772,"off_t ALT_LSEEK (int file, off_t ptr, int dir)",42
15773,"off_t ALT_LSEEK (int file, off_t ptr, int dir)",70
15774,"* Copyright (c) 2007 Altera Corporation, San Jose, California, USA.           *",5
15775,"* copy of this software and associated documentation files (the ""Software""),  *",9
15776,void alt_main (void),82
15777,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15778,"* copy of this software and associated documentation files (the ""Software""),  *",9
15779,void __malloc_lock ( struct _reent *_r ),42
15780,void __malloc_unlock ( struct _reent *_r ),50
15781,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15782,"* copy of this software and associated documentation files (the ""Software""),  *",9
15783,"int ALT_OPEN (const char* file, int flags, int mode)",41
15784,static int alt_file_locked (alt_fd* fd),64
15785,"int ALT_OPEN (const char* file, int flags, int mode)",105
15786,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
15787,"* copy of this software and associated documentation files (the ""Software""),  *",9
15788,"alt_printf(const char* fmt, ... )",51
15789,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
15790,"* copy of this software and associated documentation files (the ""Software""),  *",9
15791,alt_putchar(int c),50
15792,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
15793,"* copy of this software and associated documentation files (the ""Software""),  *",9
15794,alt_putcharbuf(int c),58
15795,alt_putbufflush(),73
15796,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
15797,"* copy of this software and associated documentation files (the ""Software""),  *",9
15798,alt_putstr(const char* str),52
15799,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
15800,"* copy of this software and associated documentation files (the ""Software""),  *",9
15801,"int ALT_READ (int file, void *ptr, size_t len)",58
15802,"int ALT_READ (int file, void *ptr, size_t len)",82
15803,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15804,"* copy of this software and associated documentation files (the ""Software""),  *",9
15805,void alt_release_fd (int fd),44
15806,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
15807,"* copy of this software and associated documentation files (the ""Software""),  *",9
15808,"alt_remap_cached(volatile void* ptr, alt_u32 len)",41
15809,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
15810,"* copy of this software and associated documentation files (the ""Software""),  *",9
15811,"alt_remap_uncached(void* ptr, alt_u32 len)",49
15812,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15813,"* copy of this software and associated documentation files (the ""Software""),  *",9
15814,"int ALT_RENAME (char *existing, char *new)",45
15815,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15816,"* copy of this software and associated documentation files (the ""Software""),  *",9
15817,caddr_t ALT_SBRK (int incr),68
15818,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
15819,"* copy of this software and associated documentation files (the ""Software""),  *",9
15820,"int ALT_SETTIMEOFDAY (const struct timeval  *t,",72
15821,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15822,"* copy of this software and associated documentation files (the ""Software""),  *",9
15823,"int ALT_STAT (const char *file, struct stat *st)",49
15824,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
15825,"* copy of this software and associated documentation files (the ""Software""),  *",9
15826,void alt_alarm_stop (alt_alarm* alarm),66
15827,void alt_tick (void),87
15828,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15829,"* copy of this software and associated documentation files (the ""Software""),  *",9
15830,clock_t ALT_TIMES (struct tms *buf),51
15831,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
15832,"* copy of this software and associated documentation files (the ""Software""),  *",9
15833,alt_uncached_free(volatile void* ptr),40
15834,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
15835,"* copy of this software and associated documentation files (the ""Software""),  *",9
15836,alt_uncached_malloc(size_t size),42
15837,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15838,"* copy of this software and associated documentation files (the ""Software""),  *",9
15839,int ALT_UNLINK (char *name),45
15840,int ALT_USLEEP (useconds_t us),46
15841,unsigned int ALT_USLEEP (unsigned int us),48
15842,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
15843,"* copy of this software and associated documentation files (the ""Software""),  *",9
15844,int ALT_WAIT (int *status),44
15845,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
15846,"* copy of this software and associated documentation files (the ""Software""),  *",9
15847,"int ALT_WRITE (int file, const void *ptr, size_t len)",61
15848,"int ALT_WRITE (int file, const void *ptr, size_t len)",92
